"obs";"bio1";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19"
0;-3;117;24;12475;220;-258;478;145;-150;145;-174;461;84;16;57;221;57;221;60
0;28;139;31;10411;245;-196;441;155;-31;155;-111;397;73;14;58;188;48;188;50
0;161;138;42;7051;318;-10;328;82;213;248;66;1476;174;80;20;456;286;348;422
0;178;127;39;7053;330;12;318;99;229;264;83;1384;150;77;21;412;242;292;410
0;45;56;29;4776;154;-33;187;51;110;111;-7;1623;173;90;20;490;332;376;464
0;72;175;43;7691;305;-100;405;-15;169;175;-23;285;33;11;29;94;41;53;83
0;-40;108;20;15490;228;-310;538;149;-131;149;-243;352;54;17;42;145;51;145;55
0;69;163;44;6927;282;-84;366;-10;157;162;-16;288;32;11;24;89;47;56;77
0;109;131;48;4898;272;3;269;54;173;174;51;1237;225;8;74;637;50;62;575
0;-100;109;19;15691;190;-359;549;106;-212;106;-290;225;43;8;59;108;27;108;31
0;-108;71;15;14478;152;-315;467;73;-235;85;-272;160;33;5;59;75;18;68;20
0;75;69;34;4807;193;-9;202;42;138;138;16;1678;238;61;47;687;203;203;604
0;82;158;40;8053;306;-89;395;64;186;190;-16;288;33;16;19;94;56;61;68
0;78;81;38;4644;205;-7;212;29;139;140;24;2109;337;45;61;955;159;183;893
0;4;123;24;13118;243;-261;504;160;-175;160;-175;427;69;16;51;190;57;190;57
0;143;179;61;3962;283;-9;292;184;141;190;90;817;200;11;97;530;41;470;96
0;244;158;55;5270;374;89;285;311;256;311;177;232;54;1;96;148;4;148;37
0;-77;93;17;15091;185;-342;527;99;-260;112;-273;356;60;10;54;159;38;153;41
0;71;113;25;11127;281;-155;436;206;-83;206;-83;824;105;23;45;311;80;311;80
0;-67;128;23;15198;202;-343;545;119;-142;119;-266;271;68;6;87;164;21;164;25
0;-129;87;16;15709;146;-383;529;67;-321;72;-321;200;35;4;66;101;16;89;16
0;242;72;44;3085;320;157;163;269;211;279;200;1456;210;60;44;559;200;506;209
0;83;178;43;7719;307;-99;406;180;33;185;-13;186;20;10;16;52;38;51;40
0;29;140;38;7759;236;-132;368;106;-66;132;-66;526;78;24;38;202;87;172;87
0;2;127;25;12307;238;-256;494;150;-167;150;-167;809;90;46;24;260;146;260;146
0;-38;115;24;12209;192;-285;477;103;-125;114;-204;836;111;33;35;308;121;303;153
0;-63;84;19;11524;151;-279;430;74;-92;80;-214;610;83;31;35;234;99;219;110
0;84;140;32;10105;308;-126;434;185;-29;215;-46;419;80;9;66;205;33;172;34
0;23;120;25;12353;257;-220;477;151;-124;172;-145;341;62;13;54;154;47;153;49
0;-72;72;17;11925;126;-292;418;68;-233;68;-233;421;64;15;47;176;47;176;47
0;84;118;34;7799;285;-59;344;-8;182;186;-13;467;64;17;39;185;60;72;169
0;-145;85;16;15709;131;-393;524;53;-336;57;-336;182;34;4;66;94;14;82;14
0;7;125;27;11283;226;-236;462;132;-75;144;-147;852;104;46;22;268;155;245;171
0;58;177;39;9179;296;-154;450;50;-62;176;-62;320;34;17;20;93;56;82;56
0;-14;105;22;12569;206;-270;476;126;-110;138;-187;876;108;42;30;316;146;305;171
0;-24;106;22;12279;190;-276;466;114;-128;118;-192;616;81;19;43;233;72;213;88
0;2;110;21;13505;244;-261;505;166;-182;166;-182;447;72;15;51;198;53;198;53
0;82;172;44;7267;308;-80;388;-1;175;179;-8;298;42;8;43;117;33;38;115
0;-51;102;19;14663;204;-322;526;115;-226;130;-246;457;77;15;52;203;52;197;57
0;161;172;49;6770;335;-14;349;235;117;244;71;275;66;4;97;179;16;148;23
0;-72;92;17;15215;189;-334;523;103;-191;119;-268;280;42;11;42;112;37;105;48
0;-53;89;19;12659;170;-290;460;96;-158;103;-221;684;86;35;33;253;111;241;119
0;35;129;26;12013;262;-221;483;180;-132;180;-132;697;105;14;54;303;58;303;58
0;4;117;23;12549;236;-252;488;145;-92;155;-168;749;97;34;32;261;114;258;129
0;-105;62;15;11597;98;-300;398;-2;-254;39;-254;366;52;16;37;133;54;109;54
0;73;116;29;9628;275;-118;393;183;-56;192;-56;746;93;30;28;243;116;226;116
0;14;149;40;7641;222;-149;371;43;-78;116;-78;513;62;30;23;172;100;144;100
0;-7;118;24;12378;219;-263;482;131;-105;139;-178;728;95;25;38;268;98;254;109
0;-26;108;20;14574;222;-306;528;151;-120;151;-224;356;57;14;44;147;48;147;54
0;117;131;37;7977;295;-57;352;210;12;218;12;1054;105;71;13;299;217;290;217
0;89;121;33;8801;274;-92;366;178;-30;198;-30;1145;119;76;14;342;242;333;242
0;-109;65;16;11613;94;-300;394;34;-254;38;-254;295;46;9;51;125;28;108;28
0;177;171;52;5877;345;18;327;248;202;252;105;557;151;7;91;330;34;289;116
0;32;124;26;11642;263;-203;466;152;-33;175;-124;376;66;15;49;163;54;158;59
0;120;131;36;8274;298;-60;358;223;72;223;9;1120;127;74;15;328;246;328;246
0;10;108;21;13322;244;-247;491;171;-172;171;-172;470;75;15;51;203;55;203;55
0;47;120;30;9462;239;-152;391;155;-70;163;-80;1127;116;69;13;320;231;314;235
0;126;131;31;9921;333;-84;417;226;-7;251;-7;854;122;28;39;318;102;282;102
0;-68;125;23;15276;209;-326;535;98;-165;127;-258;349;70;12;57;164;44;159;54
0;41;105;25;10256;238;-166;404;67;-88;167;-96;860;100;51;18;262;171;217;188
0;20;108;29;8922;210;-161;371;-87;19;131;-98;699;72;25;22;209;120;194;199
0;-134;79;15;14985;131;-364;495;51;-312;61;-312;201;36;6;60;95;21;87;21
0;-91;95;18;15272;183;-328;511;106;-208;106;-278;252;43;10;50;112;33;112;38
0;-34;102;20;14007;210;-296;506;137;-197;137;-223;510;84;18;48;216;64;216;67
0;27;123;26;12106;259;-212;471;153;-137;174;-137;345;63;14;55;158;48;156;48
0;99;164;41;8120;307;-87;394;199;135;205;-4;287;43;8;40;109;35;88;66
0;79;47;29;3955;161;0;161;59;112;131;31;2185;309;92;35;810;317;409;652
0;-53;84;20;11449;153;-263;416;82;-86;85;-203;451;62;21;35;171;68;162;86
0;118;103;30;8207;286;-47;333;218;153;222;11;1142;119;78;12;311;265;304;276
0;-73;129;23;15579;207;-339;546;96;-72;125;-268;381;78;15;57;176;52;168;60
0;-66;99;18;15079;192;-342;534;118;-250;118;-266;360;56;13;45;151;48;151;52
0;14;113;22;13160;249;-252;501;171;-169;171;-169;549;86;18;49;232;67;232;67
0;-66;120;22;15441;214;-327;541;130;-161;130;-262;206;36;6;56;98;21;98;30
0;17;106;21;13058;248;-242;490;174;-163;174;-163;540;85;18;49;231;66;231;66
0;37;60;30;5035;150;-50;200;43;17;106;-19;1414;150;84;19;424;295;343;393
0;219;136;41;6700;374;50;324;266;136;300;128;470;82;15;56;181;51;139;54
0;34;118;33;7982;216;-138;354;133;-12;133;-72;623;74;32;22;196;110;196;162
0;-94;81;16;14360;157;-320;477;75;-262;90;-270;248;42;9;52;109;30;106;32
0;7;110;24;11660;220;-231;451;135;-80;148;-154;999;124;49;28;350;165;340;203
0;-111;91;16;15602;164;-373;537;81;-303;86;-305;299;49;8;57;139;29;124;30
0;46;121;27;11074;262;-184;446;168;-107;180;-107;822;111;23;45;316;86;309;86
0;-28;102;21;12600;190;-277;467;112;-130;121;-201;718;103;24;43;278;90;247;103
0;-24;113;25;10802;189;-250;439;95;-84;108;-169;331;47;9;38;127;44;118;70
0;-101;67;16;11725;104;-299;403;43;-252;44;-252;282;45;11;44;113;37;95;37
0;-103;68;16;12018;113;-301;414;48;-252;52;-252;248;47;7;60;117;22;100;22
0;34;104;27;9739;220;-165;385;116;-42;151;-97;833;96;46;20;262;148;234;180
0;24;127;25;12642;262;-230;492;178;-119;178;-148;446;75;13;61;214;43;214;44
0;-69;93;17;15481;202;-321;523;126;-175;126;-267;316;48;12;48;136;40;136;44
0;-118;97;18;14925;152;-369;521;59;-157;78;-303;179;45;5;73;90;20;89;24
0;-68;95;18;15123;192;-333;525;106;-184;121;-264;286;42;12;42;114;38;109;48
0;144;131;38;7664;311;-29;340;58;200;239;42;1483;167;88;17;440;291;322;418
0;114;121;33;8584;296;-64;360;201;-1;221;-1;1022;101;69;11;289;217;280;217
0;31;80;31;6042;178;-75;253;-35;109;112;-40;2094;344;39;60;986;173;185;913
0;113;123;30;9846;312;-94;406;213;-22;234;-22;961;111;33;34;323;120;311;120
0;68;145;44;6285;260;-65;325;5;152;152;-4;1143;199;8;73;548;47;51;542
0;-14;105;22;12561;207;-267;474;126;-110;138;-187;900;111;42;32;328;142;314;166
0;-9;118;24;11889;205;-269;474;130;-75;130;-173;523;96;21;59;256;67;256;81
0;127;158;46;6688;297;-40;337;203;121;213;42;380;76;9;68;200;40;181;59
0;19;119;25;11932;243;-221;464;162;-46;162;-142;378;68;14;61;190;49;190;52
0;155;140;40;7545;322;-23;345;70;211;248;53;1505;169;88;19;446;286;326;430
0;-41;99;19;14451;208;-311;519;122;-212;137;-235;471;76;16;48;198;57;197;62
0;-116;82;15;15361;150;-367;517;71;-303;80;-306;228;39;8;54;105;25;98;26
0;14;117;25;12022;237;-225;462;157;-127;157;-149;432;78;13;61;216;56;216;57
0;75;172;41;8107;302;-108;410;57;-14;184;-23;332;37;19;18;96;69;83;70
0;-89;86;16;15300;183;-326;509;22;-207;115;-269;235;40;9;48;100;30;85;39
0;-146;70;14;14211;107;-365;472;33;-316;41;-316;228;46;4;69;119;13;100;13
0;-16;107;21;13684;225;-281;506;150;-179;150;-204;608;89;20;46;251;74;251;77
0;-45;99;21;12274;176;-282;458;96;-137;108;-211;888;114;44;29;313;153;302;163
0;-65;98;18;15087;191;-341;532;120;-250;120;-265;352;54;14;44;145;49;145;52
0;-61;97;17;15710;208;-336;544;117;-180;136;-264;269;42;10;43;108;35;101;47
0;79;127;37;7339;281;-60;341;-7;171;175;-12;699;95;24;39;276;89;104;258
0;-133;75;15;14662;123;-356;479;50;-307;57;-307;162;30;5;63;80;17;71;17
0;-97;92;17;15056;169;-356;525;87;-282;91;-288;351;53;11;50;153;37;140;39
0;195;143;48;5573;334;39;295;250;171;259;117;275;46;3;64;134;21;120;34
0;180;133;40;7127;339;10;329;84;232;268;84;1444;156;85;17;414;282;306;414
0;15;126;34;7824;211;-157;368;-74;110;115;-84;779;84;46;20;242;151;178;234
0;-50;113;21;15643;223;-310;533;117;-141;147;-250;250;40;7;48;107;30;105;47
0;67;122;27;11241;283;-165;448;203;-88;203;-88;799;113;19;48;319;71;319;71
0;-25;102;20;13780;215;-288;503;130;-191;143;-213;610;90;20;46;250;75;249;78
0;5;121;32;8061;198;-174;372;43;69;106;-98;679;81;43;19;203;146;181;184
0;186;131;40;6953;341;18;323;92;237;271;92;1374;153;89;16;396;280;305;396
0;-133;69;15;13289;107;-341;448;35;-291;44;-291;179;40;2;83;100;7;83;7
0;-33;114;22;13811;212;-293;505;132;-115;132;-219;409;65;20;43;175;63;175;66
0;12;117;24;12553;244;-238;482;164;-158;164;-158;424;72;14;55;189;53;189;53
0;-116;66;15;12604;106;-318;424;43;-270;47;-270;210;40;5;65;104;17;86;17
0;110;174;47;7047;301;-64;365;196;141;202;22;521;90;12;54;231;47;195;126
0;156;178;51;5977;322;-24;346;218;91;228;77;396;97;5;102;271;20;229;22
0;166;132;41;7017;320;0;320;87;172;253;72;1260;142;72;18;387;237;315;357
0;-74;71;17;11391;118;-283;401;60;-184;60;-227;420;63;19;39;164;59;154;61
0;7;110;28;9095;198;-184;382;120;-44;120;-115;514;55;23;23;158;88;158;137
0;182;133;41;6973;338;15;323;88;233;268;88;1465;162;88;17;423;286;311;423
0;-88;69;17;11596;113;-291;404;52;-239;54;-239;318;53;12;47;134;39;121;39
0;178;138;42;6887;334;10;324;102;228;263;86;1458;170;79;20;448;273;344;423
0;-33;117;23;13744;213;-295;508;132;-216;132;-216;415;73;20;50;189;62;189;62
0;148;137;43;6325;332;16;316;78;231;231;73;1234;239;2;83;631;22;22;623
0;139;125;34;8097;316;-42;358;136;30;240;30;1232;143;64;20;381;249;276;249
0;194;130;44;5998;331;42;289;268;156;268;115;1299;162;59;27;444;214;444;308
0;-16;114;23;13159;217;-274;491;139;-93;139;-196;435;71;20;48;194;63;194;69
0;145;166;42;8165;359;-36;395;61;180;253;44;189;22;5;28;59;31;45;51
0;118;131;37;7908;289;-58;347;198;176;217;12;1303;131;82;12;367;277;350;322
0;71;101;27;9405;261;-108;369;182;-46;188;-53;792;89;43;18;239;150;223;157
0;-3;123;25;12466;226;-256;482;143;-75;143;-173;427;68;18;49;193;60;193;69
0;150;141;40;7605;320;-28;348;150;207;245;48;1502;166;87;19;449;283;310;425
0;89;147;35;9057;320;-98;418;128;-26;208;-26;267;37;16;24;91;53;72;53
0;41;59;29;4981;153;-44;197;47;22;109;-15;1465;156;85;19;441;305;350;411
0;-4;122;24;12763;236;-266;502;150;-163;150;-178;724;90;36;29;250;121;250;127
0;128;169;46;7319;313;-52;365;213;122;223;35;330;68;8;70;177;34;154;51
0;-48;119;22;13914;209;-316;525;122;-117;122;-233;287;53;9;54;132;34;132;49
0;-46;117;26;12010;185;-261;446;107;-112;107;-196;324;65;8;65;169;35;169;47
0;131;140;35;8700;322;-69;391;132;12;238;12;1121;118;57;19;338;220;281;220
0;97;101;27;9385;280;-83;363;205;-16;213;-29;941;99;44;19;275;168;266;177
0;-108;60;16;11080;82;-293;375;27;-249;30;-249;410;61;14;45;168;50;145;50
0;78;124;31;9356;275;-119;394;32;-34;196;-47;1085;111;80;9;301;249;267;259
0;176;124;34;8075;350;-5;355;218;68;277;68;992;145;47;33;344;166;221;166
0;222;175;57;4369;372;67;305;262;226;271;162;718;188;7;97;450;32;420;110
0;-51;87;19;12639;162;-291;453;95;-158;101;-221;700;98;29;41;280;99;260;104
0;102;126;29;10364;308;-114;422;229;-40;229;-40;882;113;21;48;336;74;336;74
0;-145;71;14;14244;108;-366;474;34;-317;41;-317;236;46;4;70;121;14;102;14
0;-139;72;14;15252;129;-367;496;53;-318;62;-318;146;29;4;63;74;14;67;14
0;2;128;25;12424;241;-256;497;139;-88;152;-168;762;86;41;22;244;136;242;150
0;20;127;29;11230;234;-201;435;154;-48;154;-131;436;85;13;70;231;47;231;51
0;-72;117;22;14497;200;-313;513;116;-165;116;-250;318;60;10;62;157;36;157;47
0;-26;111;21;14134;226;-293;519;147;-190;147;-218;492;76;17;48;211;59;211;64
0;-129;74;16;13430;114;-344;458;40;-290;47;-290;201;42;3;74;106;11;90;11
0;-91;94;17;15079;175;-352;527;91;-275;99;-283;369;61;11;54;166;38;154;40
0;-115;67;15;12663;110;-317;427;45;-268;50;-268;204;39;4;67;103;14;85;14
0;-56;102;19;14347;200;-317;517;110;-226;122;-244;477;81;17;50;207;56;202;59
0;-85;93;17;15274;178;-353;531;92;-272;105;-283;311;49;11;50;135;37;132;40
0;137;164;45;7302;335;-27;362;230;164;234;49;276;44;6;43;103;29;85;75
0;-27;111;21;14373;222;-303;525;147;-118;147;-221;364;59;14;44;150;48;150;55
0;-14;116;25;12428;215;-243;458;136;-81;136;-178;466;82;19;50;206;59;206;76
0;-60;87;18;12781;163;-297;460;90;-172;94;-229;607;79;31;33;223;96;213;109
0;-21;95;29;8089;148;-174;322;38;-30;84;-119;1161;139;62;27;386;195;325;266
0;166;137;41;7076;324;-4;328;87;219;254;72;1431;167;75;20;441;277;336;410
0;140;154;39;8349;334;-57;391;226;31;247;31;535;91;12;56;228;46;228;46
0;-50;97;18;14472;201;-312;513;128;-221;128;-242;452;76;15;50;195;56;195;57
0;-138;71;15;13819;109;-355;464;35;-304;43;-304;225;45;3;73;117;12;99;12
0;-123;85;16;15328;143;-375;518;68;-313;69;-313;261;42;6;59;121;23;105;25
0;7;104;21;13261;241;-245;486;169;-173;169;-173;468;72;15;51;203;53;203;53
0;-119;81;17;13749;130;-345;475;53;-286;59;-286;217;42;3;68;111;13;96;13
0;0;128;25;12366;238;-261;499;150;-168;150;-168;809;92;44;25;264;142;264;142
0;-147;80;15;15234;118;-384;502;44;-330;49;-330;141;29;3;76;77;9;68;9
0;205;164;45;7498;393;29;364;298;236;302;112;251;48;3;58;105;15;86;71
0;-97;92;17;15488;174;-361;535;90;-288;100;-292;313;56;7;59;149;27;135;30
0;-152;79;15;15061;111;-386;497;37;-333;43;-333;118;26;2;81;67;7;58;7
0;19;111;30;8480;215;-154;369;-84;20;126;-92;724;90;41;25;248;130;182;234
0;-16;107;26;10584;192;-212;404;103;-16;120;-151;576;85;19;42;235;75;199;115
0;-28;99;21;12661;190;-279;469;115;-128;124;-202;821;107;39;36;314;123;297;139
0;-43;106;20;14084;209;-303;512;117;-207;130;-230;514;88;20;50;220;64;219;65
0;153;159;45;6643;355;9;346;72;239;239;72;608;111;1;82;307;8;8;307
0;101;138;32;10259;317;-114;431;208;-34;232;-34;670;109;12;58;292;48;263;48
0;117;181;41;9176;340;-100;440;213;1;237;1;302;55;7;59;136;23;131;23
0;-82;96;18;14810;181;-343;524;95;-262;103;-273;402;65;13;51;176;44;166;46
0;-112;73;16;13271;121;-322;443;49;-272;59;-272;213;40;7;59;102;23;94;23
0;64;160;39;8245;292;-115;407;51;168;173;-38;308;36;18;18;94;60;68;75
0;64;158;33;10717;307;-168;475;173;-79;200;-79;318;58;8;64;156;30;134;30
0;-64;128;23;15365;208;-344;552;123;-140;123;-266;270;66;6;84;160;21;160;26
0;-108;68;16;11971;102;-309;411;39;-259;44;-259;320;54;11;52;141;34;125;34
0;199;134;47;5667;329;44;285;267;166;267;123;1339;197;53;41;539;206;539;291
0;-25;106;20;14154;223;-293;516;147;-192;147;-219;509;79;16;49;216;58;216;62
0;47;145;36;8474;260;-135;395;131;-59;159;-59;490;84;17;51;212;64;176;64
0;-22;102;21;12668;198;-274;472;120;-121;130;-196;834;106;39;35;315;123;296;142
0;63;98;26;9346;251;-119;370;141;-54;178;-60;791;96;35;24;255;137;226;141
0;-59;107;21;13717;191;-304;495;112;-139;112;-235;468;76;22;43;199;71;199;76
0;-135;79;16;14843;126;-363;489;49;-311;58;-311;210;37;6;58;98;23;90;23
0;-55;98;18;15547;216;-316;532;138;-152;138;-257;336;52;14;46;146;44;146;51
0;-30;98;19;13736;206;-292;498;126;-198;138;-217;596;89;20;47;249;72;243;76
0;-13;106;22;12306;205;-264;469;123;-104;135;-184;950;124;49;30;341;153;334;177
0;159;135;40;7388;324;-11;335;76;111;252;61;1204;126;79;15;340;254;338;306
0;-8;119;23;12909;232;-272;504;149;-169;149;-184;731;92;33;33;263;111;263;115
0;55;129;29;10639;273;-167;440;174;-90;186;-90;778;96;24;38;273;93;270;93
0;-121;96;19;14517;140;-344;484;70;-143;70;-296;155;29;5;60;75;19;75;25
0;-58;110;27;9949;147;-250;397;69;-121;69;-183;501;86;18;46;215;72;215;102
0;-107;84;16;15318;157;-361;518;77;-294;87;-298;247;41;9;51;108;29;103;31
0;-21;102;21;12600;198;-275;473;120;-118;131;-195;869;109;42;32;322;139;308;159
0;125;170;46;7087;318;-47;365;214;154;218;38;506;83;11;47;196;44;162;137
0;112;137;48;5287;286;2;284;52;181;182;49;1040;179;10;68;514;55;62;462
0;-68;97;18;15118;189;-343;532;102;-253;117;-268;345;53;13;45;143;47;142;50
0;-71;98;18;14803;190;-335;525;103;-250;114;-263;413;70;13;52;184;45;175;47
0;2;159;38;8589;229;-180;409;-92;107;113;-107;566;66;35;20;182;114;122;175
0;-79;118;24;12817;168;-314;482;84;-157;84;-240;470;74;25;37;186;77;186;84
0;-52;86;19;12457;154;-289;443;90;-162;93;-220;655;93;25;44;265;82;236;95
0;181;133;42;6676;329;16;313;106;230;262;91;1566;162;84;16;451;307;366;449
0;-39;103;27;9658;158;-210;368;76;-49;89;-153;474;72;18;40;191;69;180;94
0;-101;78;17;13745;134;-324;458;65;-268;74;-268;209;38;8;56;98;24;87;24
0;34;141;29;11398;268;-210;478;172;-26;172;-118;313;54;11;56;146;38;146;38
0;-120;88;16;15697;154;-378;532;74;-313;80;-313;233;41;5;64;116;19;103;19
0;20;133;30;10176;242;-194;436;125;-36;148;-113;393;67;17;45;160;54;154;64
0;81;167;35;10332;324;-150;474;157;-60;210;-60;208;24;11;22;68;38;57;38
0;9;83;30;6427;149;-119;268;-30;72;92;-71;1856;268;82;34;672;288;321;514
0;8;123;26;11325;221;-236;457;140;-53;140;-147;488;76;21;48;219;69;219;87
0;26;118;28;10759;228;-193;421;155;-38;155;-119;463;93;16;68;243;54;243;60
0;-57;102;18;15767;216;-335;551;120;-175;140;-262;259;41;11;42;104;37;98;48
0;140;139;38;8202;320;-45;365;139;200;242;30;1308;140;78;15;377;258;300;345
0;-103;70;16;11904;111;-301;412;46;-251;50;-251;255;50;6;62;124;21;109;21
0;-84;117;22;15107;197;-332;529;114;-190;114;-261;311;50;10;55;144;35;144;46
0;-107;110;20;14982;173;-357;530;92;-231;92;-291;191;41;7;65;93;21;93;26
0;151;126;33;8562;334;-41;375;197;36;258;36;1108;130;48;28;360;170;291;170
0;70;117;26;11513;286;-163;449;211;-87;211;-87;760;111;19;51;320;65;320;65
0;235;107;52;3450;326;124;202;274;188;276;188;1316;243;36;66;619;124;573;124
0;-11;117;23;12852;225;-275;500;144;-111;144;-187;630;96;26;44;251;83;251;95
0;62;146;44;6354;260;-70;330;-8;146;146;-14;796;136;11;63;381;57;57;348
0;145;135;34;9086;339;-58;397;196;24;259;24;964;125;33;36;330;117;278;117
0;-85;95;17;15067;180;-348;528;95;-268;105;-278;379;64;11;54;171;39;160;42
0;-95;116;21;15660;196;-355;551;109;-204;109;-284;274;48;10;58;132;31;132;38
0;92;96;25;9624;274;-96;370;211;-37;211;-37;889;97;36;27;287;141;287;141
0;107;133;31;10271;318;-108;426;212;-31;235;-31;762;109;15;53;308;57;301;57
0;114;118;44;5123;274;8;266;55;181;181;52;1091;175;11;64;506;67;67;481
0;63;63;27;5900;175;-58;233;15;107;135;-15;1270;139;76;20;412;251;258;358
0;76;96;27;9134;256;-97;353;188;-37;188;-46;945;93;54;14;259;192;259;207
0;25;127;29;10637;234;-197;431;153;-36;153;-118;427;75;15;62;212;50;212;56
0;-38;94;20;12561;173;-280;453;103;-145;109;-209;679;99;24;44;272;83;241;97
0;30;87;31;6407;177;-97;274;-7;91;112;-50;1127;146;52;40;428;167;178;385
0;-32;108;21;14430;214;-283;497;146;-15;146;-220;341;55;9;48;148;42;148;67
0;-25;104;20;14058;219;-292;511;146;-192;146;-218;542;83;17;48;227;62;227;66
0;-9;94;28;7686;173;-153;326;-100;-15;90;-106;1008;131;56;28;365;187;217;351
0;51;100;33;7047;219;-83;302;-32;141;141;-39;978;149;37;49;430;120;120;392
0;96;128;29;10847;309;-128;437;208;-52;229;-52;722;109;15;52;300;57;278;57
0;115;179;41;8884;336;-98;434;230;2;230;2;296;53;7;61;136;23;136;23
0;-4;121;25;12123;213;-269;482;137;-71;137;-172;502;92;20;60;246;62;246;76
0;34;135;36;7693;244;-122;366;-54;129;135;-62;602;66;34;21;184;118;138;175
0;61;146;31;10978;300;-166;466;174;-85;200;-85;379;80;8;69;189;28;167;28
0;43;111;25;11091;253;-185;438;177;-94;177;-110;905;88;59;13;261;185;261;203
0;77;107;28;9060;261;-109;370;36;191;191;-44;1164;127;78;14;345;246;246;295
0;-109;57;16;10531;72;-282;354;-16;-243;23;-243;415;58;12;45;169;49;130;49
0;-89;104;21;13404;165;-315;480;84;-180;84;-254;471;74;23;42;198;75;198;76
0;-87;66;16;11556;107;-295;402;50;-241;50;-241;429;63;19;40;166;59;150;59
0;26;94;33;6155;182;-101;283;-43;106;106;-47;1103;161;47;44;458;152;152;416
0;49;131;27;12113;287;-193;480;173;-115;198;-115;446;88;9;67;215;28;212;28
0;-35;108;20;14340;215;-308;523;140;-207;140;-228;495;73;17;48;209;60;209;69
0;8;140;37;7851;217;-154;371;37;-85;115;-85;522;65;30;29;191;93;138;93
0;72;153;34;9602;307;-131;438;119;-52;197;-52;407;71;16;51;181;53;132;53
0;-24;87;31;6678;130;-150;280;-18;2;65;-104;995;119;48;25;318;168;240;267
0;-126;81;15;15215;141;-367;508;61;-308;71;-310;232;40;7;54;105;26;98;26
0;-6;121;23;13620;232;-279;511;155;-81;155;-195;420;77;13;54;197;47;197;59
0;-30;99;19;13717;207;-291;498;126;-198;138;-216;592;88;20;47;246;71;241;74
0;5;137;28;12113;239;-247;486;147;-64;147;-160;403;65;16;51;185;53;185;65
0;28;133;29;10920;252;-199;451;161;-98;161;-118;362;61;15;54;168;48;168;49
0;-155;82;15;15692;119;-400;519;44;-342;50;-342;151;33;4;70;79;12;69;12
0;27;110;25;10617;234;-190;424;146;-53;158;-117;1031;107;65;16;308;204;302;232
0;128;116;32;8505;307;-45;352;236;16;236;16;1080;106;73;11;302;237;302;237
0;39;142;30;11166;280;-190;470;154;-27;178;-111;333;63;11;59;159;41;146;44
